0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,9022,11481,8326,7618,15404,7245,9487,5408,11486,11096,14662,11978,8285,11713,12159,12584,7830,8982,11098,14736,8600,14997,6743,12328,11919,9981,12106,10500,6524,12249,13873,7957,13337,14953,2599,10317
13844,7980,12540,11770,10699,10599,4441,8178,13217,13199,15498,11271,9725,15038,11481,15404,9022,9487,11486,8326,11096,14662,11978,11713,12159,12584,7618,7245,12328,11919,5408,8285,6743,11098,7830,8982,14736,9981,8600,14997,13873,7957,10500,12106,12249,6524,14953,13337,12960,7683
13844,7980,11770,10699,12540,10599,13217,11271,9725,15038,11481,15404,4441,9487,9022,11486,11096,14662,11978,11713,8326,12159,12584,12328,6743,11919,9981,7830,14736,8600,13873,7957,8178,12106,13199,15498,12960,7683,9490,12545,13037,13337,14953,15160,2599,7264,8352,13782,11582,12633
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,8285,11098,8982,5408,14997,10500,12249,6524,10317,5765,12877,10170,4257,6547,6741,8637,10733,13483,9435,9205,6011,7369,8287,7240,2714,13434,9263,7709,8664,7193,13217,13930,9221,11271,9725,10166,4815,15038
13844,7980,11770,12540,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,7618,7245,8285,15404,11098,5408,8982,9487,14662,11978,11486,11713,11096,14997,12159,12584,10500,11919,12328,12249,6524,6743,9022,10317,8326,5765,9981,13873,12877,7957,13782,10170,4257,7830,14736
13844,7980,11770,10699,12540,10599,13217,11271,9725,4441,15038,11481,15404,9022,9487,8326,11486,11096,14662,11978,11713,12159,12584,6743,12328,11919,7830,14736,9981,8178,8600,13873,7957,13199,15498,12106,13337,14953,12960,7683,9490,12545,13037,2599,15160,7264,7228,8352,11582,8353
13844,7980,11770,12540,10699,10599,4441,8178,13199,15498,7618,7245,8285,11098,5408,8982,14997,10500,12249,6524,13217,11271,10317,9725,5765,15038,12877,11481,10170,4257,15404,6547,9487,14662,6741,11978,8637,11713,11486,12159,11096,13483,12584,10733,9205,9435,6011,8287,11919,7369
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,11098,7245,8285,8982,14997,10500,5408,12877,12249,6524,5765,10170,10317,10733,9435,6741,6547,8637,13483,4257,9205,8664,6011,7369,7709,2714,13434,9263,13930,7193,8287,4815,9050,9221,7240,6159,10166,6037,12576
13844,7980,11770,10699,12540,10599,13217,11271,4441,9725,15038,11481,15404,9487,11486,14662,11096,11978,11713,12159,12584,8178,12328,11919,13199,15498,6743,9022,8326,9981,13873,7957,7830,14736,8600,13782,12960,7683,9490,12545,13037,15160,12633,7264,7618,12106,8352,12399,11094,11582
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,7618,15038,7245,11481,5408,8285,11098,8982,15404,14997,9487,11486,14662,11978,11096,11713,12159,10500,12584,9022,12249,6524,12328,8326,11919,10317,6743,9981,5765,13873,7830,14736,8600,7957,12877,4257,10170
13844,7980,12540,11770,10699,10599,4441,13217,11271,9725,15038,8178,11481,13199,15498,15404,9022,9487,11486,11096,14662,8326,11978,11713,12159,12584,12328,11919,6743,7830,14736,9981,8600,13873,7618,7957,7245,12106,8285,11098,5408,8982,12960,13337,14953,7683,9490,12545,13037,2599
13844,7980,11770,10699,12540,10599,13217,11271,9725,4441,15038,11481,15404,9487,11486,14662,11978,11096,11713,12159,12584,8178,12328,11919,13199,15498,6743,9022,8326,9981,13873,7957,13782,7830,14736,12960,8600,7683,9490,12545,13037,15160,12633,7264,12399,7618,12357,12488,8352,11094
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,5408,7618,7245,8285,8982,6524,12249,11098,14997,10500,10317,5765,4257,8287,12877,7240,10170,6547,8637,6741,13483,6011,9205,7369,2714,13434,9263,7709,9435,7193,10733,9221,10166,13930,8664,12576,8985,4815,8587,14200
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,8285,11098,8982,5408,14997,10500,12249,6524,5765,10317,12877,10170,4257,6547,6741,8637,10733,13483,9435,9205,6011,7369,8287,2714,13434,7240,9263,7709,8664,7193,13930,9221,4815,10166,13217,11271,12576,9725
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,13217,11271,9725,7618,7245,15038,8285,11098,11481,5408,8982,14997,15404,9487,10500,14662,11978,11713,11486,11096,12159,12584,12249,6524,11919,12328,10317,5765,12877,6743,10170,9022,9981,8326,4257,13873,13782,7957,6547,6741
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,11098,8285,8982,5408,14997,10500,12249,6524,5765,10317,12877,10170,4257,6741,6547,8637,10733,9435,13483,9205,6011,7369,2714,13434,7709,9263,8287,8664,7240,13930,7193,9221,4815,10166,12576,9050,6159,14200
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,7618,7245,5408,8285,8982,11098,14997,10500,6524,12249,10317,5765,4257,12877,10170,6547,8637,6741,8287,13483,6011,7240,9205,7369,9435,2714,10733,13434,9263,7709,7193,9221,13930,10166,8664,4815,12576,14200,8985,15050
13844,7980,12540,11770,10699,10599,4441,13217,11271,9725,15038,9022,11481,8326,15404,8178,9487,11486,11096,14662,11978,11713,13199,15498,12159,12584,7830,14736,8600,6743,12328,9981,11919,13873,12106,7957,13337,14953,2599,7228,7683,9490,12545,13037,12960,8353,6515,7618,7608,7264
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,5408,7618,7245,6524,8285,12249,8982,14997,10317,11098,10500,4257,5765,8287,7240,6547,12877,8637,6741,10170,6011,13483,9205,7369,2714,13434,9263,7709,7193,9221,9435,10166,10733,13930,8985,12576,8587,13611,7796,14200
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,7618,13217,7245,5408,11271,9725,8285,11098,8982,15038,14997,11481,10500,15404,6524,12249,9487,11486,14662,11978,11096,11713,12159,9022,12584,10317,8326,12328,11919,5765,6743,12877,4257,9981,7830,14736,10170,13873,8600,7957
13844,7980,11770,10699,12540,10599,4441,13217,11271,9725,15038,11481,15404,9487,11486,11096,14662,11978,11713,12159,12584,8178,9022,8326,13199,15498,12328,11919,6743,9981,13873,7830,14736,7957,8600,12960,12106,7683,9490,12545,13037,13782,13337,14953,15160,7264,7618,2599,8352,12633
13844,7980,11770,10699,12540,10599,13217,4441,11271,9725,15038,11481,15404,9487,11486,11096,14662,11978,11713,12159,12584,8178,12328,9022,11919,8326,13199,15498,6743,9981,13873,7957,7830,14736,8600,12960,7683,13782,9490,12545,13037,12106,15160,7264,14953,13337,12633,8352,11582,11094
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,8285,11098,8982,5408,14997,10500,12249,6524,10317,5765,12877,10170,4257,6547,6741,8637,10733,13483,9435,9205,6011,7369,8287,7240,2714,13434,9263,7709,13217,8664,7193,11271,13930,9725,9221,15038,10166,4815
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,7618,11098,7245,15404,8285,14662,11978,9487,11713,8982,11486,12159,11096,14997,12584,5408,11919,10500,12328,12249,6524,13782,5765,12877,10317,10170,12399,12357,6743,12488,13873,9981,10733,14304,6741
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,7618,11481,7245,5408,9022,8285,15404,8326,11098,8982,9487,11486,11096,14662,11978,11713,14997,12159,12584,10500,6524,12249,12328,7830,11919,6743,14736,8600,9981,10317,13873,7957,12106,5765,13337,14953
13844,7980,12540,11770,10699,10599,4441,13217,11271,9725,9022,15038,8178,8326,11481,13199,15498,15404,9487,11486,7830,11096,14736,14662,11978,11713,8600,12584,12159,6743,12106,9981,12328,11919,13873,7957,7618,13337,14953,2599,7245,7228,8353,5408,6515,8285,7608,7683,9490,12545
13844,7980,11770,10699,12540,10599,13217,11271,9725,4441,15038,11481,15404,9022,9487,8326,11486,11096,14662,11978,11713,12159,12584,6743,12328,11919,7830,8178,14736,9981,8600,13873,13199,15498,7957,12106,14953,13337,12960,7683,9490,12545,13037,2599,15160,7264,7228,8352,8353,11582
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,11098,7245,8285,8982,14997,10500,5408,12249,6524,12877,5765,10170,10317,10733,13217,9435,6741,6547,8637,11271,9725,4257,13483,9205,6011,7369,8664,15038,11481,2714,7709,13434,9263,13930,14662,11978,11713,7193,15404
13844,7980,11770,10699,12540,10599,4441,13217,11271,9725,15038,11481,15404,9487,11486,11096,14662,11978,11713,12159,12584,8178,9022,8326,13199,15498,12328,11919,6743,9981,13873,7830,14736,7957,8600,12960,12106,7683,9490,12545,13037,13782,14953,13337,15160,7264,7618,2599,8352,12633
13844,7980,11770,10699,12540,10599,13217,4441,11271,9725,15038,11481,15404,9487,11486,11096,14662,11978,11713,12159,12584,8178,12328,9022,13199,11919,15498,8326,6743,9981,13873,7957,7830,14736,8600,12960,13782,7683,9490,12545,13037,12106,15160,7264,13337,14953,7618,12633,8352,11582
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,9022,8326,15404,7618,9487,7245,11486,11096,14662,5408,11978,11713,8285,12159,12584,11098,8982,7830,14736,8600,6743,14997,12328,11919,9981,10500,12106,13873,6524,12249,7957,13337,14953,2599,10317
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,7618,7245,11271,9725,5408,8285,11098,15038,8982,11481,14997,15404,10500,9487,6524,12249,11486,14662,11978,11096,11713,12159,12584,9022,10317,8326,12328,11919,5765,6743,12877,9981,4257,7830,14736,10170,13873,8600,7957
13844,7980,11770,10699,12540,10599,13217,11271,9725,4441,15038,11481,15404,9487,11486,11096,14662,11978,11713,12159,12584,12328,8178,11919,9022,8326,13199,15498,6743,9981,13873,7957,7830,14736,8600,12960,13782,7683,9490,12545,13037,15160,12106,7264,14953,13337,12633,8352,11582,11094
13844,7980,11770,10699,12540,10599,4441,13217,11271,9725,15038,11481,15404,9487,11486,9022,11096,14662,11978,11713,8326,12159,12584,8178,12328,13199,15498,11919,6743,9981,7830,14736,8600,13873,7957,12106,12960,7683,9490,12545,13037,13337,14953,2599,15160,7264,13782,8352,11582,12633
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,9022,8326,15404,7618,9487,7245,11486,11096,5408,14662,11978,11713,8285,12159,12584,11098,8982,7830,14736,14997,8600,6743,12328,11919,9981,10500,6524,12249,12106,13873,7957,14953,13337,2599,10317
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,7618,7245,5408,8285,8982,11098,14997,13217,10500,6524,12249,11271,9725,15038,11481,10317,5765,15404,9487,14662,11486,11978,11713,11096,12877,4257,12159,12584,10170,9022,12328,11919,6547,8637,6741,8326,8287,13483,7240,6011
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,15404,9487,7618,14662,11978,11713,11486,11096,12159,7245,11098,12584,8285,8982,11919,12328,14997,5408,10500,12249,6524,13782,6743,9981,13873,5765,12877,10317,12399,12357,7957,12488,10170,12960,8326
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,7618,15038,7245,9022,5408,11481,8285,8326,8982,11098,15404,14997,9487,11486,11096,14662,11978,11713,10500,6524,12249,12159,12584,7830,14736,8600,6743,12328,11919,10317,9981,12106,13873,7957,5765,14953,13337
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,7618,7245,13217,5408,8285,11098,11271,8982,9725,14997,15038,11481,10500,6524,12249,15404,9487,11486,14662,11978,11096,11713,10317,12159,12584,9022,5765,8326,12328,11919,12877,4257,6743,10170,9981,6547,7830,6741,8637,13873
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,11098,8285,8982,5408,14997,10500,12249,6524,5765,10317,12877,10170,13217,4257,11271,6547,6741,8637,9725,10733,9435,13483,9205,15038,6011,11481,7369,8287,2714,13434,7709,9263,7240,8664,15404,14662,11978,11713
13844,7980,11770,10699,12540,10599,13217,11271,9725,4441,15038,11481,15404,9487,11486,11096,14662,11978,11713,12159,12584,9022,8326,12328,11919,8178,6743,13199,15498,9981,13873,7830,14736,7957,8600,12960,7683,9490,12106,12545,13037,13782,15160,14953,13337,7264,12633,8352,2599,11582
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,7618,7245,5408,8285,8982,11098,14997,10500,6524,12249,13217,11271,9725,10317,15038,11481,5765,15404,12877,4257,9487,14662,10170,11978,11486,11713,11096,12159,12584,6547,8637,6741,8287,11919,12328,13483,7240,9205,6011,9022
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,8285,11098,8982,5408,14997,10500,12249,6524,5765,10317,12877,10170,4257,6547,6741,8637,10733,9435,13483,9205,6011,7369,8287,2714,13434,9263,7709,7240,8664,7193,13930,13217,9221,11271,4815,9725,10166,15038
13844,7980,11770,10699,12540,10599,13217,11271,9725,4441,15038,11481,15404,9487,11486,11096,14662,11978,11713,12159,12584,9022,8326,12328,11919,8178,6743,13199,15498,9981,13873,7830,14736,7957,8600,12960,12106,7683,9490,12545,13037,13782,13337,14953,15160,7264,8352,2599,12633,11582
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,7618,15404,7245,9487,8285,11486,14662,11978,5408,11096,11713,11098,8982,12159,12584,14997,12328,11919,9022,10500,8326,12249,6524,6743,9981,13873,7830,10317,7957,14736,8600,5765,13782,12877,12960
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,9022,7618,15404,8326,7245,9487,5408,11486,11096,14662,8285,11978,11713,12159,12584,11098,8982,14997,7830,14736,12328,6743,8600,11919,10500,9981,6524,12249,13873,12106,7957,10317,14953,13337,2599
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,7618,13217,7245,5408,11271,9725,8285,15038,8982,11098,11481,14997,9022,15404,8326,10500,6524,12249,9487,11486,11096,14662,11978,11713,12159,12584,10317,7830,12328,14736,11919,6743,8600,5765,9981,4257,13873,12106,12877,7957
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,7618,11481,7245,9022,5408,15404,8285,8326,9487,11098,8982,11486,11096,14662,11978,11713,14997,12159,12584,10500,6524,12249,12328,7830,11919,6743,14736,8600,9981,10317,13873,7957,12106,5765,13337,14953
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,5408,7618,7245,8285,8982,6524,12249,11098,14997,10317,10500,4257,5765,8287,12877,7240,10170,6547,8637,6741,13483,6011,9205,7369,2714,13434,9263,7709,9435,7193,10733,9221,13217,10166,13930,11271,9725,9022,15038,8664
13844,7980,11770,10699,12540,10599,13217,11271,9725,15038,11481,15404,4441,9487,11486,14662,11096,11978,11713,12159,12584,12328,11919,6743,9022,8326,9981,8178,13873,7957,13199,15498,7830,14736,12960,8600,13782,7683,9490,12545,13037,15160,12633,7264,8352,11094,12106,11582,12399,15191
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,11098,8285,8982,14997,5408,10500,13217,11271,9725,15038,12249,11481,6524,5765,12877,15404,14662,10317,11978,11713,9487,10170,12159,11486,11096,12584,11919,12328,10733,6741,6547,8637,9435,4257,13483,9205,6011,7369
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,11098,7245,8285,8982,14997,10500,5408,12249,6524,12877,5765,10170,10317,13217,10733,9435,11271,6741,6547,8637,9725,4257,13483,9205,15038,6011,7369,8664,11481,2714,7709,13434,9263,14662,11978,11713,13930,15404,12159
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,7618,7245,8285,5408,13217,11098,8982,11271,9725,14997,15038,10500,11481,12249,6524,15404,9487,14662,11978,11486,11713,11096,10317,12159,12584,5765,11919,12328,12877,4257,10170,9022,8326,6547,6741,6743,8637,9981,13483,8287
13844,7980,11770,10699,12540,10599,4441,13217,11271,9725,15038,11481,15404,8178,9487,11486,14662,11096,11978,11713,13199,15498,12159,12584,12328,11919,9022,8326,6743,9981,13873,7957,7830,14736,8600,7618,12960,13782,7245,11098,8285,7683,9490,12545,13037,15160,8982,12106,5408,7264
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,15404,7618,9487,14662,7245,11978,11486,11713,11096,12159,8285,11098,12584,8982,5408,11919,14997,12328,10500,6743,12249,6524,9022,8326,9981,13873,7957,13782,10317,5765,12877,12960,7830,14736,8600
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,11098,8285,8982,14997,5408,13217,10500,11271,9725,15038,11481,12249,6524,15404,5765,14662,11978,12877,11713,9487,12159,11486,10317,11096,10170,12584,11919,12328,10733,6741,6547,8637,9435,4257,13483,9205,6011,7369
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,9022,15404,7618,8326,9487,11486,7245,11096,14662,11978,11713,5408,12159,8285,12584,11098,8982,12328,14997,11919,7830,6743,14736,8600,9981,10500,13873,6524,12249,7957,12106,10317,14953,13337,2599
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,8285,11098,8982,5408,14997,10500,12249,6524,10317,5765,12877,10170,4257,6547,6741,8637,10733,13483,9435,9205,6011,7369,8287,2714,13434,7240,9263,7709,8664,7193,13930,9221,13217,4815,10166,11271,9725,12576
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,15404,9487,14662,11978,11486,7618,11713,11096,12159,7245,12584,11098,8285,8982,11919,12328,5408,14997,10500,6743,9022,9981,8326,12249,6524,13873,7957,13782,10317,5765,12960,7830,14736,12877,8600
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,11098,7245,8285,8982,14997,10500,5408,12249,6524,12877,5765,13217,10170,10317,11271,9725,10733,9435,6741,15038,6547,8637,11481,4257,13483,9205,14662,6011,7369,11978,8664,11713,15404,12159,9487,2714,7709,11486,13434
13844,7980,12540,11770,10699,10599,4441,13217,8178,11271,9725,13199,15498,15038,11481,15404,9022,9487,11486,11096,14662,11978,8326,11713,12159,12584,12328,11919,7618,6743,7830,7245,14736,9981,8600,8285,5408,13873,11098,8982,7957,14997,12106,10500,14953,13337,12960,7683,9490,12545
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,11098,8285,8982,14997,5408,13217,10500,11271,9725,15038,11481,12249,6524,15404,14662,11978,11713,9487,5765,12159,12877,11486,10317,11096,12584,10170,11919,12328,6741,6547,4257,10733,8637,9435,13483,9205,6011,7369
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,9022,11481,8326,15404,9487,7618,11486,11096,14662,11978,11713,7245,12159,5408,12584,7830,8285,14736,8600,11098,8982,6743,12328,11919,14997,9981,12106,13873,7957,10500,6524,12249,13337,14953,2599,7228
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,7618,7245,5408,8285,13217,8982,11098,14997,11271,9725,10500,15038,6524,12249,11481,15404,10317,9487,11486,14662,11978,11096,11713,5765,9022,12159,12584,8326,4257,12877,12328,11919,10170,6743,6547,8637,6741,7830,9981,14736
13844,7980,11770,10699,12540,10599,4441,13217,11271,9725,15038,11481,15404,9487,9022,11486,11096,14662,11978,8326,11713,12159,12584,8178,13199,12328,15498,6743,11919,7830,9981,14736,8600,13873,7957,12106,12960,13337,14953,7683,9490,12545,13037,2599,15160,7264,13782,8352,7228,11582
13844,7980,11770,10699,12540,10599,13217,11271,9725,4441,15038,11481,15404,9487,11486,11096,14662,11978,11713,12159,12584,9022,8326,12328,11919,8178,6743,13199,15498,9981,13873,7830,7957,14736,8600,12960,7683,9490,12545,13037,12106,13782,15160,14953,13337,7264,12633,8352,11582,2599
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,11098,8285,8982,14997,5408,10500,13217,12249,6524,11271,9725,5765,12877,15038,10317,11481,10170,15404,14662,11978,11713,9487,10733,6741,12159,6547,8637,11486,4257,9435,11096,11919,12584,13483,9205,12328,6011,7369
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,13217,11271,9725,15038,11481,7618,7245,15404,8285,11098,9487,8982,5408,14662,11978,11486,11713,11096,12159,14997,12584,10500,11919,12328,12249,6524,6743,10317,5765,9022,9981,8326,13873,12877,13782,7957,10170,4257,12960,7830
13844,7980,11770,10699,12540,13217,10599,11271,9725,15038,11481,15404,9487,11486,14662,11096,11978,11713,4441,12159,12584,12328,11919,9022,6743,8326,9981,13873,7957,8178,7830,14736,13199,8600,15498,12960,13782,7683,9490,12545,13037,15160,7264,12633,12106,8352,11094,11582,13337,14953
13844,7980,12540,11770,10699,10599,4441,13217,11271,9725,15038,11481,8178,9022,15404,8326,13199,9487,15498,11486,11096,14662,11978,11713,12159,12584,12328,6743,7830,11919,14736,8600,9981,13873,7957,12106,7618,14953,13337,7245,12960,2599,7683,9490,12545,13037,8285,11098,5408,7228
13844,7980,11770,10699,12540,10599,13217,4441,11271,9725,15038,11481,15404,9487,11486,14662,11096,11978,11713,12159,12584,8178,12328,11919,13199,15498,9022,8326,6743,9981,13873,7957,7830,14736,8600,12960,13782,7683,9490,12545,13037,15160,7264,12633,12106,7618,8352,13337,14953,11094
13844,7980,11770,10699,12540,10599,4441,13217,11271,9725,15038,11481,15404,8178,9487,11486,11096,14662,11978,11713,13199,15498,12159,12584,9022,8326,12328,11919,6743,9981,7830,14736,13873,8600,7957,7618,12106,12960,7683,7245,9490,12545,13037,13337,14953,13782,8285,11098,15160,7264
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,9022,15038,7618,11481,8326,7245,5408,8285,15404,8982,9487,11098,11486,11096,14662,11978,11713,14997,12159,12584,7830,14736,8600,10500,6524,12249,6743,12328,11919,9981,12106,13873,10317,7957,13337,14953,2599
13844,7980,12540,11770,10699,10599,13217,4441,11271,9725,15038,9022,11481,8326,15404,9487,11486,11096,14662,11978,11713,12584,12159,7830,14736,6743,8600,8178,12328,9981,11919,13199,13873,15498,12106,7957,14953,13337,2599,7683,9490,12545,7228,13037,12960,8353,6515,7608,7264,15160
13844,7980,11770,10699,12540,10599,13217,11271,9725,4441,15038,11481,15404,9487,11486,11096,14662,11978,11713,12159,12584,9022,12328,8326,11919,8178,6743,13199,15498,9981,13873,7957,7830,14736,8600,12960,7683,9490,12545,13037,12106,13782,15160,13337,14953,7264,12633,8352,11582,2599
13844,7980,11770,10699,12540,10599,13217,11271,9725,15038,11481,4441,15404,9487,14662,11486,11978,11713,11096,12159,12584,11919,12328,8178,6743,13199,15498,9981,13873,7957,13782,8326,9022,12960,12399,12357,7683,12488,15160,9490,12545,13037,12633,14736,7830,8600,7264,11094,8352,15191
13844,7980,12540,11770,10699,10599,4441,13217,8178,11271,9725,13199,15498,15038,11481,15404,9487,9022,11486,11096,14662,11978,11713,8326,12159,12584,12328,11919,7618,6743,7245,7830,9981,14736,8600,8285,5408,13873,11098,8982,7957,14997,12106,10500,12960,13337,14953,7683,9490,12545
13844,7980,11770,10699,12540,10599,4441,13217,11271,9725,15038,11481,15404,9487,11486,11096,14662,11978,11713,9022,8178,12159,12584,8326,13199,15498,12328,11919,6743,9981,7830,14736,13873,8600,7957,12106,12960,7683,9490,12545,13037,13337,14953,15160,7618,13782,2599,7264,8352,7245
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,7618,7245,11098,8285,8982,13217,14997,5408,11271,9725,10500,15038,11481,15404,12249,6524,14662,11978,11713,9487,12159,11486,11096,5765,12877,12584,10317,11919,10170,12328,6741,6547,10733,4257,8637,9435,13483,9205,13782,6011
13844,7980,11770,10699,12540,10599,4441,8178,13199,15498,13217,11271,9725,15038,7618,11481,7245,8285,11098,15404,8982,5408,9487,14662,11978,11713,11486,14997,11096,12159,12584,10500,11919,12328,12249,6524,10317,5765,6743,12877,9981,13873,9022,13782,8326,10170,7957,4257,6547,6741
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,13217,11271,9725,15038,9022,11481,8326,15404,7618,9487,7245,11486,11096,5408,14662,11978,11713,8285,12159,12584,7830,14736,8982,11098,8600,6743,14997,12328,11919,9981,12106,10500,13873,6524,12249,7957,14953,13337,2599,7228
13844,7980,12540,11770,10699,10599,4441,8178,13199,15498,7618,7245,5408,8285,11098,8982,13217,14997,11271,9725,10500,15038,6524,12249,11481,10317,15404,9487,14662,11486,11978,5765,11713,11096,12159,12584,12877,4257,12328,11919,9022,10170,8326,6547,6741,8637,6743,8287,13483,9981
